id,product_type,name,code,description,unit_type,unit_weight,unit_weight_type,status,category
352,Resin,,50104777,24MM SQUEEZE LOC PLGSEAL(PICT),Pcs,3.3,Grams,Active,FG
353,Resin,,50104783,B-5ML RSP WHITE R2(270G)(P)-NS,Pcs,2.38,Grams,Active,FG
354,Resin,,50104883,DPI-CB_MOUTH PIECE WHITE,Pcs,4.5,Grams,Active,FG
355,Resin,,50104883,DPI-CB_MOUTH PIECE WHITE,Pcs,4.5,Grams,Active,FG
356,Resin,,50104909,DPI-CB_BODY WHITE,Pcs,4.566,Grams,Active,FG
357,Resin,,50104910,N-45mcl RSP NAT SUSPENSION-NS,Pcs,0.44,Grams,Active,FG
358,Resin,,50104989,C-TS RSP R2 GREY 2.0(H)-NS,Pcs,2.26,Grams,Active,FG
359,Resin,,50104992,C-TS RSP R2 GRN(348C)2.0(H)-NS,Pcs,2.252,Grams,Active,FG
360,Resin,,50104995,C-TS RSP RED1797 R2 2.0 (H)-NS,Pcs,2.26,Grams,Active,FG
361,Resin,,50105003,C-TS RSP PURPLE R2 2.0 (H)-NS,Pcs,2.252,Grams,Active,FG
362,Resin,,50105006,C-TS RSP BLUE R2 2.0 (H)-NS,Pcs,2.252,Grams,Active,FG
363,Resin,,50105023,C-TS RSP YELLOW110543R2 2.0-NS,Pcs,2.26,Grams,Active,FG
364,Resin,,50105026,DPI-CB_CAP,Pcs,3.4,Grams,Active,FG
365,Resin,,50105026,DPI-CB_CAP,Pcs,3.413,Grams,Active,FG
366,Resin,,50105026,DPI-CB_CAP,Pcs,3.4,Grams,Active,FG
367,Resin,,50105026,DPI-CB_CAP,Pcs,3.4,Grams,Active,FG
368,Resin,,50105034,C-TAMPSAFE RSP TURQ.R2 2.0-NS,Pcs,2.26,Grams,Active,FG
369,Resin,,50105059,DPI-CB_BOTTOM WHITE,Pcs,0.73,Grams,Active,FG
370,Resin,,50105059,DPI-CB_BOTTOM WHITE,Pcs,0.734,Grams,Active,FG
371,Resin,,50105067,C-TAMPSAFE RSP OR1585R2 2.0-NS,Pcs,2.252,Grams,Active,FG
372,Resin,,50105081,DPI-CB_BUTTON BLUE,Pcs,0.435,Grams,Active,FG
373,Resin,,50105081,DPI-CB_BUTTON BLUE,Pcs,0.42,Grams,Active,FG
374,Resin,,50105134,"C-TAMPSAFE ""O"" O GRN 24C(H)-NS",Pcs,2.26,Grams,Active,FG
375,Resin,,50105240,DESFLURANE - CAP,Pcs,4.8,Grams,Active,FG
376,Resin,,50105242,DES - SCREW BASE,Pcs,5.4,Grams,Active,FG
377,Resin,,50105242,DES - SCREW BASE,Pcs,5.4,Grams,Active,FG
378,Resin,,50105278,B-5ML RSP NAT R2 EZI-FLOW-NS,Pcs,2.95,Grams,Active,FG
379,Resin,,50105279,B-5ML RSP WHT R2 EZI-FLOW-NS,Pcs,2.95,Grams,Active,FG
380,Resin,,50105280,B-10ML RSP NAT R2 EZI-FLOW-NS,Pcs,3.6,Grams,Active,FG
381,Resin,,50105284,N-OPEN RSP NAT EZI-FLOW-NS,Pcs,0.49,Grams,Active,FG
382,Resin,,50105285,N-OPEN RSP WHT EZI-FLOW-NS,Pcs,0.49,Grams,Active,FG
383,Resin,,50105285,N-OPEN RSP WHT EZI-FLOW-NS,Pcs,0.49,Grams,Active,FG
384,Resin,,50105285,N-OPEN RSP WHT EZI-FLOW-NS,Pcs,0.49,Grams,Active,FG
385,Resin,,50105504,DPI-CB_BUTTON VIO(2583C)-MABS,Pcs,0.435,Grams,Active,FG
386,Resin,,50105504,DPI-CB_BUTTON VIO(2583C)-MABS,Pcs,12,Grams,Active,FG
387,Resin,,50105506,"C-TS ""O"" U.YELLOW (H-M)-NS",Pcs,2.26,Grams,Active,FG
388,Resin,,50105781,"B-10ML ""O"" P. GREEN (L)-NS",Pcs,3.6,Grams,Active,FG
389,Resin,,50105784,"N-OPEN ""O"" P. GREEN (L)-NS",Pcs,0.49,Grams,Active,FG
390,Resin,,50106204,N-OPEN RSP-30mcl NAT NEW(L)-NS,Pcs,0.485,Grams,Active,FG
391,Resin,,50106204,N-OPEN RSP-30mcl NAT NEW(L)-NS,Pcs,0.485,Grams,Active,FG
392,Resin,,50106997,C-DABUR SSFT (P)-19mm,Pcs,3.9,Grams,Active,FG
393,Resin,,50106998,C-DABUR SSFT (P)-22mm,Pcs,6,Grams,Active,FG
394,Resin,,50106999,C-DABUR SSFT (P)-25mm,Pcs,8.4,Grams,Active,FG
395,Resin,,50107108,B-7ML RSP NATURAL R2 (L)-NS,Pcs,2.65,Grams,Active,FG
396,Resin,,50107271,33MM INNER CAPS NAT (MAS)-64C,Pcs,3,Grams,Active,FG
397,Resin,,50107271,33MM INNER CAPS NAT (MAS)-64C,Pcs,3,Grams,Active,FG
398,Resin,,50107272,33MM OUTER CAPS WHITE(MAS)-64C,Pcs,3.6,Grams,Active,FG
399,Resin,,50107285,C-TS RSP R2 2.0 PINK197 EZI-NS,Pcs,2.26,Grams,Active,FG
400,Resin,,50107462,N-OPEN RSP 60MLTR NAT EZI-NS,Pcs,0.47,Grams,Active,FG
401,Resin,,50107462,N-OPEN RSP 60MLTR NAT EZI-NS,Pcs,0.47,Grams,Active,FG
402,Resin,,50108149,C-C&C FLIP TOP (P)-20mm,Pcs,4.44,Grams,Active,FG
403,Resin,,50108250,"C-TAMPSAFE ""I"" ORG 336940-NS",Pcs,2.2,Grams,Active,FG
404,Resin,,50108253,"C-TAMPSAFE ""I"" VIO 336941-NS",Pcs,2.2,Grams,Active,FG
405,Resin,,50108736,INSPIRA - BUTTON RED (186C),Pcs,0.435,Grams,Active,FG
406,Resin,,50108736,INSPIRA - BUTTON RED (186C),Pcs,0.435,Grams,Active,FG
407,Resin,,50108836,B-60ML DAL NATURAL (PET),Pcs,9.85,Grams,Active,FG
408,Resin,,50109444,28MM OUTER CAPS 43100 WHT(MAS),Pcs,2.9,Grams,Active,FG
409,Resin,,50109444,28MM OUTER CAPS 43100 WHT(MAS),Pcs,2.9,Grams,Active,FG
410,Resin,,50109444,28MM OUTER CAPS 43100 WHT(MAS),Pcs,2.9,Grams,Active,FG
411,Resin,,50109445,33MM OUTER CAPS 43100 WHT(MAS),Pcs,3.6,Grams,Active,FG
412,Resin,,50109445,33MM OUTER CAPS 43100 WHT(MAS),Pcs,3.6,Grams,Active,FG
413,Resin,,50109446,38MM OUTER CAPS 43100 WHT(MAS),Pcs,4.1,Grams,Active,FG
414,Resin,,50109446,38MM OUTER CAPS 43100 WHT(MAS),Pcs,4.002,Grams,Active,FG
415,Resin,,50109446,38MM OUTER CAPS 43100 WHT(MAS),Pcs,4.1,Grams,Active,FG
416,Resin,,50109446,38MM OUTER CAPS 43100 WHT(MAS),Pcs,4.1,Grams,Active,FG
417,Resin,,50109446,38MM OUTER CAPS 43100 WHT(MAS),Pcs,4.1,Grams,Active,FG
418,Resin,,50109709,33MM OUTER CAPS WHITE PIC(MAS),Pcs,3.7,Grams,Active,FG
419,Resin,,50109735,"B-5ML ""I"" WHITE 12C-HW (L)-NS",Pcs,3.1,Grams,Active,FG
420,Resin,,50109735,"B-5ML ""I"" WHITE 12C-HW (L)-NS",Pcs,3.1,Grams,Active,FG
421,Resin,,50109941,33MM OUTER CAPS 43100 WHT,Pcs,3.6,Grams,Active,FG
422,Resin,,50110390,N-OPEN RSP-30mcl GRN NEW(L)-NS,Pcs,0.485,Grams,Active,FG
423,Resin,,50110393,C-TSRSP R2 GRN415143 2.0(H)-NS,Pcs,2.252,Grams,Active,FG
424,Resin,,50110675,B-10ML RG NATURAL 16C (L)-NS,Pcs,3.6,Grams,Active,FG
425,Resin,,50110678,B-10ML RG WHITE 16C (L)-NS,Pcs,3.65,Grams,Active,FG
426,Resin,,50110682,B-10ML RG O.GREEN 16C (L)-NS,Pcs,3.6,Grams,Active,FG
427,Resin,,50110685,B-10ML RG WHT 1840H 16C (L)-NS,Pcs,3.65,Grams,Active,FG
428,Resin,,50110872,C-TS RSP TURQ.R2 2.0-24C(H)-NS,Pcs,2.26,Grams,Active,FG
429,Resin,,50110883,"C-TAMPSAFE ""O"" SKY BLUE (H)-NS",Pcs,2.26,Grams,Active,FG
430,Resin,,50111278,C-TS RSP WT R2 2.0 24C (H)-NS,Pcs,2.26,Grams,Active,FG
431,Resin,,50111281,C-TS RSP R2 GREY 2.0 24C(H)-NS,Pcs,2.26,Grams,Active,FG
432,Resin,,50111284,C-TS RSP OR1585R2 2.0 24C-NS,Pcs,2.252,Grams,Active,FG
433,Resin,,50111297,C-TS RSP R2 PINK197 2.0 24C-NS,Pcs,2.26,Grams,Active,FG
434,Resin,,50111300,C-TS RSPR2 GRN(348C)2.0 24C-NS,Pcs,2.26,Grams,Active,FG
435,Resin,,50111303,C-TS RSP RED1797 R2 2.0 24C-NS,Pcs,2.26,Grams,Active,FG
436,Resin,,50111306,C-TS RSP PURPLE R2 2.0 24C-NS,Pcs,2.26,Grams,Active,FG
437,Resin,,50111312,C-TS RSP YW110543R2 2.0 24C-NS,Pcs,2.26,Grams,Active,FG
438,Resin,,50111315,C-TS RSP TURQ.R2 2.0 24C-NS,Pcs,2.26,Grams,Active,FG
439,Resin,,50111318,C-TS RSP TANBR R2 2.0 24C-NS,Pcs,2.26,Grams,Active,FG
440,Resin,,50111336,C-TSRSPR2 GRN415143 2.0 24C-NS,Pcs,2.26,Grams,Active,FG
441,Resin,,50111496,C-TS RSPR2 YLW110543 2.0 EF-NS,Pcs,2.26,Grams,Active,FG
442,Resin,,50111521,"B-10ML ""I"" NATURAL-16C(L)-NS",Pcs,3.6,Grams,Active,FG
443,Resin,,50111524,"B-10ML ""I""O.GRN91151-16C(L)-NS",Pcs,3.6,Grams,Active,FG
444,Resin,,50111527,"B-10ML ""I"" WHITE-16C (L)-NS",Pcs,3.6,Grams,Active,FG
445,Resin,,50111590,N-OPEN RSP-60MCL NAT 24C(L)-NS,Pcs,0.47,Grams,Active,FG
446,Resin,,50111590,N-OPEN RSP-60MCL NAT 24C(L)-NS,Pcs,0.47,Grams,Active,FG
447,Resin,,50111594,N-OPEN RSP-60MCL WHT 24C(L)-NS,Pcs,0.47,Grams,Active,FG
448,Resin,,50111594,N-OPEN RSP-60MCL WHT 24C(L)-NS,Pcs,0.47,Grams,Active,FG
449,Resin,,50111678,N-OPEN RSP60MCL GRN348C 24C-NS,Pcs,0.47,Grams,Active,FG
450,Resin,,50111782,B-5ML RSP WHITE176031 (L)-NS,Pcs,2.95,Grams,Active,FG
451,Resin,,50111785,B-10ML RSP WHITE176031 (L)-NS,Pcs,3.6,Grams,Active,FG
452,Resin,,50111831,B-10ML EX. RG WHT 16C(L-F)-NS,Pcs,3.65,Grams,Active,FG
453,Resin,,50111837,B-10ML EX.RG O.GRN 16C(L-F)-NS,Pcs,3.6,Grams,Active,FG
454,Resin,,50111844,B-10ML RSP WHT176031 R2(L)-NS,Pcs,3.65,Grams,Active,FG
455,Resin,,50111938,"N-OPEN ""I"" NAT NEW 48C (L)-NS",Pcs,0.54,Grams,Active,FG
456,Resin,,50111941,"N-OPEN ""I"" WHITE NEW 48C(L)-NS",Pcs,0.54,Grams,Active,FG
457,Resin,,50112000,"B-5ML ""O"" WHITE (L-J)-NS",Pcs,2.95,Grams,Active,FG
458,Resin,,50112000,"B-5ML ""O"" WHITE (L-J)-NS",Pcs,2.96,Grams,Active,FG
459,Resin,,50112001,"B-10ML ""O"" WHITE (L-J)-NS",Pcs,3.6,Grams,Active,FG
460,Resin,,50112004,B-5ML RG WHITE 18C (L-F)-NS,Pcs,2.87,Grams,Active,FG
461,Resin,,50112093,33MM OUTERCAP 43100WHT 64C-MAS,Pcs,3.6,Grams,Active,FG
462,Resin,,50112163,"C-TAMPSAFE ""O"" WHITE-24C(H)-NS",Pcs,2.26,Grams,Active,FG
463,Resin,,50112204,N-OPEN RSP O.GRN373-1840H-NS,Pcs,0.49,Grams,Active,FG
464,Resin,,50112209,C-TS RSPR2 2.0 O.GRN373-24C-NS,Pcs,2.26,Grams,Active,FG
465,Resin,,50112474,N-RISDROP NOZZLE 60MLTR NAT-NS,Pcs,0.5,Grams,Active,FG
466,Resin,,50112643,B-5ML RSP R2 NAT(M-PE3420F)-NS,Pcs,3,Grams,Active,FG
467,Resin,,50112765,DPI-CB_BODY WHT-HIGH RESISTANT,Pcs,4.566,Grams,Active,FG
468,Resin,,50112834,B-5ML RSP R2 GREEN5271(L) -NS,Pcs,2.95,Grams,Active,FG
469,Resin,,50112836,N-OPEN RSP GREEN5271(L) -NS,Pcs,0.49,Grams,Active,FG
470,Resin,,50112837,C-TS RSP R2 2.0GRN5271-24C-NS,Pcs,2.26,Grams,Active,FG
471,Resin,,50112948,C-RSP TE LESS WHITE(H)-NS,Pcs,2.26,Grams,Active,FG
472,Resin,,50112962,B-5ML RG O. GREEN (L-F) -NS,Pcs,2.87,Grams,Active,FG
473,Resin,,50112983,N-OPEN RSP 45mcl NAT(D2517)-NS,Pcs,0.49,Grams,Active,FG
474,Resin,,50112983,N-OPEN RSP 45mcl NAT(D2517)-NS,Pcs,0.49,Grams,Active,FG
475,Resin,,50112986,N-OPEN RSP 30mcl NAT(D2517)-NS,Pcs,0.485,Grams,Active,FG
476,Resin,,50112997,B-15ML RSP WHT176031 R2(L)-NS,Pcs,4.55,Grams,Active,FG
477,Resin,,50113000,B-15ML RSP R2 GREEN5271(L) -NS,Pcs,4.55,Grams,Active,FG
478,Resin,,50113003,B-15ML RSPR2 O.GRN373-1840H-NS,Pcs,4.55,Grams,Active,FG
479,Resin,,50113088,C-TAMPSAFE SS(R) WHITE(H)3P-NS,Pcs,16,Grams,Active,FG
480,Resin,,50113091,B-15ML RG WHITE (L) 3P-NS,Pcs,4.46,Grams,Active,FG
481,Resin,,50113094,N-OPEN RG WHITE 64C(L) 3P-NS,Pcs,0.64,Grams,Active,FG
482,Resin,,50113255,B-15ML EX.RG WHITE (L) 16C-NS,Pcs,4.3,Grams,Active,FG
483,Resin,,50113255,B-15ML EX.RG WHITE (L) 16C-NS,Pcs,4.3,Grams,Active,FG
484,Resin,,50113255,B-15ML EX.RG WHITE (L) 16C-NS,Pcs,4.5,Grams,Active,FG
485,Resin,,50113255,B-15ML EX.RG WHITE (L) 16C-NS,Pcs,4.3,Grams,Active,FG
486,Resin,,50113275,C-TS RSP L.GRN R2 2.0 24C(PLT),Pcs,2.26,Grams,Active,FG
487,Resin,,50113276,C-TS RSP WT R2 2.0 24C (PLT),Pcs,2.26,Grams,Active,FG
488,Resin,,50113277,C-TS RSP NAT R2 2.0 24C (PLT),Pcs,2.26,Grams,Active,FG
489,Resin,,50113278,N-OPEN RSP L.GRN373 (PLT),Pcs,0.49,Grams,Active,FG
490,Resin,,50113279,N-OPEN RSP NATURAL (PLT),Pcs,0.49,Grams,Active,FG
491,Resin,,50113280,N-OPEN RSP WHITE (PLT),Pcs,0.49,Grams,Active,FG
492,Resin,,50113290,"B-5ML ""I"" OGREEN-12C-HW(L)-NS",Pcs,2.55,Grams,Active,FG
493,Resin,,50113290,"B-5ML ""I"" OGREEN-12C-HW(L)-NS",Pcs,2.55,Grams,Active,FG
494,Resin,,50113302,C-TS RSP R2 2.0WHT6541A-24C-NS,Pcs,2.26,Grams,Active,FG
495,Resin,,50113302,C-TS RSP R2 2.0WHT6541A-24C-NS,Pcs,2.26,Grams,Active,FG
496,Resin,,50113305,C-TS RSPR2 2.0PINK6541A-24C-NS,Pcs,2.26,Grams,Active,FG
497,Resin,,50113305,C-TS RSPR2 2.0PINK6541A-24C-NS,Pcs,2.26,Grams,Active,FG
498,Resin,,50113308,C-TS RSPR2 2.0TURQ6541A-24C-NS,Pcs,2.26,Grams,Active,FG
499,Resin,,50113374,C-TAMPSAFE RSP GRN348C (H)-NS,Pcs,2.26,Grams,Active,FG
500,Resin,,50113412,24MM SQ LOC PLGSEAL NAT (PICT),Pcs,3.3,Grams,Active,FG
501,Resin,,50113467,38MM OUTER CAP BLUE(2945C)-MAS,Pcs,4.1,Grams,Active,FG
502,Resin,,50113468,33MM OUTER CAP BLUE(2945C)-MAS,Pcs,3.7,Grams,Active,FG
503,Resin,,50113534,C-TS RSPR2 2.0 GR7745C 24C-PLT,Pcs,2.27,Grams,Active,FG
504,Resin,,50113554,B-7ML RSP R2 WHITE (L)-NS,Pcs,2.65,Grams,Active,FG
505,Resin,,50113648,N-OPEN RSP NATURAL-64C(L)-NS,Pcs,0.49,Grams,Active,FG
506,Resin,,50113737,C-TS RSP R2 2.0 WHT 64C (H)-NS,Pcs,2.26,Grams,Active,FG
507,Resin,,50113742,C-TS RSP R2 2.0 TANBR 64C-NS,Pcs,2.26,Grams,Active,FG
508,Resin,,50113745,C-TSRSPR2 2.0 GRN415143 64C-NS,Pcs,2.26,Grams,Active,FG
509,Resin,,50113748,C-TS RSP R2 2.0 TURQ. 64C-NS,Pcs,2.26,Grams,Active,FG
510,Resin,,50113751,C-TS RSP R2 2.0 GREY 64C-NS,Pcs,2.26,Grams,Active,FG
511,Resin,,50113754,C-TS RSP R2 2.0 PINK 64C-NS,Pcs,2.26,Grams,Active,FG
512,Resin,,50113856,C-TS RSP R2 2.0 PINK310239-NS,Pcs,2.26,Grams,Active,FG
513,Resin,,50113856,C-TS RSP R2 2.0 PINK310239-NS,Pcs,2.26,Grams,Active,FG
514,Resin,,50113857,C-TS RSPR2 2.0 PINK ACP6541-NS,Pcs,2.26,Grams,Active,FG
515,Resin,,50113857,C-TS RSPR2 2.0 PINK ACP6541-NS,Pcs,2.26,Grams,Active,FG
516,Resin,,50114034,C-TS RSP OR1585R2 2.0 64C-NS,Pcs,2.26,Grams,Active,FG
517,Resin,,50114037,C-TS RSP PURPLE R2 2.0 64C-NS,Pcs,2.26,Grams,Active,FG
518,Resin,,50114040,C-TS RSP BLUE R2 2.0 64C-NS,Pcs,2.26,Grams,Active,FG
519,Resin,,50114044,"C-TAMPSAFE ""O"" P.GRN 24C(H)-NS",Pcs,2.26,Grams,Active,FG
520,Resin,,50114061,B-10ML RSP WHT415169 R2 (L)-NS,Pcs,3.6,Grams,Active,FG
521,Resin,,50114090,N-RISDROP 45MLTR BLUE 2945C-NS,Pcs,0.48,Grams,Active,FG
522,Resin,,50114106,C-TS RSP RED1797 R2 2.0 64C-NS,Pcs,2.26,Grams,Active,FG
523,Resin,,50114111,33MM INNER CAPS CH120LN-BRK,Pcs,3,Grams,Active,FG